"","Locator","CollectDate","Year","Month","LabSampleNum","V1","Ammonia Nitrogen","Conductivity, Field","Dissolved Oxygen, Field","Fecal Coliform","Nitrite + Nitrate Nitrogen","Orthophosphate Phosphorus","pH, Field","Temperature","Total Alkalinity","Total Nitrogen","Total Phosphorus","Total Suspended Solids","Turbidity","Site.Number","block"
"3556","A685",2015-04-14 10:31:00,2015,4,"L62509-4","08LAK3627",0.0027,144,12,8,0.975,0.0194,7.94,8.5,58.1,1.27,0.0369,5.5,2.07,12,120004
"3557","A685",2005-07-12 12:35:00,2005,7,"L36106-7","08LAK3627",0.01,162,10.4,52,1.55,0.0394,7.6,10.8,64.2,1.68,0.0497,2.45,1.2,12,120007
"3558","A685",2006-08-15 12:24:00,2006,8,"L40014-11","08LAK3627",0.01,169,10.3,360,1.66,0.0397,7.4,10.6,64.1,1.7,0.0602,2.4,0.69,12,120008
"3559","A685",2023-01-10 10:20:00,2023,1,"L80781-4","08LAK3627",0.005,155,11.6,NA,0.656,0.0181,7.73,7.09,50.7,0.909,0.0311,7.3,1.22,12,120001
"3560","A685",2015-10-13 10:45:00,2015,10,"L63868-4","08LAK3627",0.0029,178,10.9,17,1.48,0.0338,7.77,10.3,71.5,1.6,0.0445,29.7,1.72,12,1200010
"3561","A685",2017-07-11 10:37:00,2017,7,"L68118-4","08LAK3627",0.0052,186,10.9,140,1.45,0.0342,7.92,10.8,70.4,1.52,0.0419,2.4,1,12,120007
"3562","A685",2016-02-09 10:34:00,2016,2,"L64763-4","08LAK3627",0.0063,156,12,13,0.918,0.0176,7.62,7.1,56.9,1.21,0.0332,7.1,2.72,12,120002
"3563","A685",2006-06-13 11:39:00,2006,6,"L39409-7","08LAK3627",0.01,146,10.6,160,1.16,0.0322,7.7,11.5,56.6,1.5,0.053,4,2.09,12,120006
"3564","A685",2006-07-11 12:14:00,2006,7,"L39675-7","08LAK3627",0.01,164,10.8,200,1.6,0.0385,7.5,11.1,62.7,1.62,0.0487,3.5,1.1,12,120007
"3565","A685",2018-06-12 10:03:00,2018,6,"L70197-4","08LAK3627",0.0073,187,11.2,32,1.49,0.0345,7.89,10,73.8,1.62,0.0459,2.6,1.57,12,120006
"3566","A685",2002-10-15 11:45:00,2002,10,"L26095-7","08LAK3627",0.01,143,12,23,1.62,0.0294,7.8,8.6,62.3,1.56,0.0405,1,0.5,12,1200010
"3567","A690",2008-12-02 12:35:00,2008,12,"L47016-8","08LAK3628",0.01,150,10.3,2,2.02,0.025,7.67,9.37,54.4,2.21,0.0309,1.9,1.45,13,1300012
"3568","A690",2005-11-15 11:15:00,2005,11,"L37476-11","08LAK3628",0.012,149,12.4,25,2.38,0.0265,7.7,6.2,60.8,2.36,0.0395,1.3,2.52,13,1300011
"3569","A690",2017-05-09 10:21:00,2017,5,"L67666-3","08LAK3628",0.0031,107,11.4,5,0.954,0.011,7.64,9.5,34,1.09,0.0189,4.74,2.15,13,130005
"3570","A690",2007-08-07 11:09:00,2007,8,"L43407-8","08LAK3628",0.01,153,10.2,77,2.22,0.0262,7.66,12.6,51.7,2.62,0.0523,16.9,5.3,13,130008
"3571","A690",2020-02-11 10:40:00,2020,2,"L74047-3","08LAK3628",0.0035,94.7,12,5,0.962,0.0117,7.49,7.9,22.1,1.04,0.0305,91.7,8.61,13,130002
"3572","A690",2021-12-14 10:37:00,2021,12,"L78210-3","08LAK3628",0.0023,112,11.5,NA,1.14,0.0123,7.7,8.77,36.1,1.17,0.0215,3,2.08,13,1300012
"3573","A690",2021-03-09 10:17:00,2021,3,"L76510-3","08LAK3628",0.0036,125,11.9,NA,1.56,0.0122,7.76,7.44,33.9,1.68,0.0186,1.1,0.65,13,130003
"3574","A690",2015-11-09 09:15:00,2015,11,"L64141-3","08LAK3628",0.003,151,11.4,56,2.01,0.0363,7.59,8.9,54.4,2.19,0.054,3.9,1.96,13,1300011
"3575","A690",2018-03-12 09:38:00,2018,3,"L69608-3","08LAK3628",0.0023,127,11.9,8,1.73,0.012,7.79,7.9,33.6,1.73,0.0158,3.2,1.61,13,130003
"3576","A690",2015-09-15 10:03:00,2015,9,"L63635-3","08LAK3628",0.0027,161,10.9,150,2.36,0.0224,7.89,10.9,58.6,2.37,0.032,18.6,1.08,13,130009
"3577","A690",2008-05-06 12:50:00,2008,5,"L45566-8","08LAK3628",0.01,132,11.3,41,2.05,0.0194,7.6,9.23,41.1,2.13,0.0204,1.6,0.58,13,130005
"3578","A690",2020-08-10 11:01:00,2020,8,"L75120-3","08LAK3628",0.0036,169,10.7,19,2.25,0.0323,7.8,12.5,58.1,2.23,0.0366,0.8,0.46,13,130008
"3579","A690",2008-02-05 13:04:00,2008,2,"L45055-8","08LAK3628",0.01,109,11.5,3,1.67,0.0159,7.62,6.83,29.6,1.79,0.0216,2.9,3.29,13,130002
"3580","A690",2004-06-15 11:21:00,2004,6,"L32188-8","08LAK3628",0.01,146,10.3,89,2.21,0.0278,7.5,10.6,50.3,2.19,0.0348,1.22,1.2,13,130006
"3581","A690",2004-03-09 12:03:00,2004,3,"L31217-8","08LAK3628",0.01,140,11.8,6,1.74,0.0132,7.7,8.4,26.7,1.93,0.0178,2.8,1.6,13,130003
"3582","A690",2006-02-14 11:11:00,2006,2,"L37823-8","08LAK3628",0.01,93.4,12.5,77,1.74,0.0117,7.3,NA,26.3,1.98,0.0206,4.4,3.59,13,130002
"3583","A690",2017-01-10 10:23:00,2017,1,"L66833-3","08LAK3628",0.0035,120,12.1,56,1.77,0.0148,7.46,6.6,35.1,1.81,0.0208,4.2,3.21,13,130001
"3584","A690",2008-09-03 10:32:00,2008,9,"L46404-8","08LAK3628",0.01,155,11.2,19,2.13,0.0253,7.73,10.5,55.2,2.29,0.0312,3.6,0.28,13,130009
"3585","A690",2008-03-04 12:38:00,2008,3,"L45210-8","08LAK3628",0.01,129,11.4,21,2.15,0.0232,7.75,8.05,40.1,2.42,0.0237,2,0.57,13,130003
"3586","A690",2020-10-12 10:20:00,2020,10,"L75603-3","08LAK3628",0.0037,153,11.1,120,1.96,0.0577,7.75,11,50.2,2.1,0.0754,2,2.54,13,1300010
"3587","A690",2003-10-14 11:14:00,2003,10,"L29851-8","08LAK3628",0.01,146,9.7,48,2.09,0.0297,7.2,10.2,52.6,2.16,0.0417,8.3,2.29,13,1300010
"3588","A690",2023-07-25 08:33:00,2023,7,"L81962-3","08LAK3628",0.0026,178,10.8,95,2.16,0.0284,7.9,12.8,63.1,2.24,0.0353,2.63,1.3,13,130007
"3589","A690",2023-02-14 10:17:00,2023,2,"L80960-3","08LAK3628",0.0029,147,12.4,NA,1.85,0.0164,7.82,5.58,43.2,2.07,0.0281,1.6,1.05,13,130002
"3590","A690",2017-09-12 10:58:00,2017,9,"L68494-3","08LAK3628",0.0032,166,10.7,410,2.39,0.0256,7.8,12,57.2,2.41,0.0291,33.2,0.43,13,130009
"3591","A690",2016-12-13 10:57:00,2016,12,"L66656-3","08LAK3628",0.0028,112,11.9,1,1.41,0.0128,7.67,7.9,34,1.54,0.0196,5.4,2.75,13,1300012
"3592","A690",2016-05-10 10:55:00,2016,5,"L65365-3","08LAK3628",0.0055,155,11.3,39,2.63,0.0214,7.83,9.9,51.4,2.66,0.0263,2.2,1.17,13,130005
"3593","A690",2019-04-09 10:22:00,2019,4,"L71988-3","08LAK3628",0.004,152,11.6,17,1.87,0.0228,7.87,9.1,51,1.85,0.0297,4.11,2.4,13,130004
"3594","A690",2003-01-14 13:06:00,2003,1,"L26871-8","08LAK3628",0.01,111,11.8,0,2.5,0.0174,7.6,7.6,28.7,2.59,0.0214,1.9,1.1,13,130001
"3595","A690",2005-09-13 11:32:00,2005,9,"L36783-8","08LAK3628",0.01,150,10.3,68,2.11,0.029,7.9,10.8,53.4,2.25,0.0444,2.4,2,13,130009
"3596","A690",2004-10-12 12:45:00,2004,10,"L33219-8","08LAK3628",0.01,155,10.8,320,2.11,0.0271,7.7,11.7,52.2,2.2,0.0386,4.3,1.7,13,1300010
"3597","A690",2006-03-14 10:11:00,2006,3,"L38271-8","08LAK3628",0.01,104,11.9,14,2.08,0.0113,7.7,7.5,27,2.23,0.0255,1.5,1.1,13,130003
"3598","A690",2020-01-21 10:53:00,2020,1,"L73942-3","08LAK3628",0.0032,129,11.5,6,1.54,0.0142,7.65,8.8,32.8,1.59,0.0246,6.67,2.06,13,130001
"3599","A690",2021-07-13 10:12:00,2021,7,"L77281-3","08LAK3628",0.0051,170,10.4,NA,2.15,0.032,7.82,13.5,59.2,2.17,0.0381,6.3,1.95,13,130007
"3600","A690",2015-02-10 09:58:00,2015,2,"L62025-3","08LAK3628",0.0075,84.7,11.4,5,1.27,0.0105,7.63,9.5,22.4,1.55,0.0519,87.9,22.3,13,130002
"3601","A690",2022-01-11 10:27:00,2022,1,"L78368-3","08LAK3628",0.0063,109,11.9,NA,0.931,0.0104,7.35,7.7,21,1.12,0.0605,92.4,30.1,13,130001
"3602","A690",2006-04-11 13:00:00,2006,4,"L38670-8","08LAK3628",0.01,135,9.6,5,2.82,0.0162,7.3,9.2,40.3,2.86,0.0295,2.2,0.81,13,130004
"3603","A690",2004-08-10 12:07:00,2004,8,"L32782-8","08LAK3628",0.01,149,10.1,250,2.13,0.0287,7.4,14.2,52.4,2.19,0.0418,7.46,1.7,13,130008
"3604","A690",2014-12-09 09:39:00,2014,12,"L61749-3","08LAK3628",0.0033,113,11,5,2.15,0.0163,7.45,9.71,34,2.36,0.0273,5.02,3.04,13,1300012
"3605","A690",2016-02-09 10:22:00,2016,2,"L64763-3","08LAK3628",0.0026,108,11.9,9,1.63,0.00984,7.53,7.8,29.3,1.82,0.0257,20.6,10.1,13,130002
"3606","A690",2006-12-12 12:10:00,2006,12,"L41350-8","08LAK3628",0.01,90.7,11.5,19,1.69,0.0121,7.2,8.8,24.6,1.93,0.0266,8.9,3.69,13,1300012
"3607","A690",2008-11-04 12:36:00,2008,11,"L46860-8","08LAK3628",0.01,146,10.7,50,1.96,0.0279,7.63,8.75,51,2.3,0.0397,2.5,1.06,13,1300011
"3608","A690",2015-06-09 09:41:00,2015,6,"L62912-3","08LAK3628",0.003,157,10.7,9,2.57,0.025,7.85,11.8,51.9,2.61,0.0294,3,1.15,13,130006
"3609","A690",2002-07-09 14:32:00,2002,7,"L24801-4","08LAK3628",0.01,146,9.5,760,2.19,0.0261,7.2,13.5,48.7,2.67,0.0398,0.5,0.5,13,130007
"3610","A690",2022-05-10 10:29:00,2022,5,"L79123-3","08LAK3628",0.003,122,11.7,NA,1.28,0.0108,7.8,8.77,35.9,1.32,0.0184,2.11,1.03,13,130005
"3611","A690",2007-09-04 14:50:00,2007,9,"L43718-8","08LAK3628",0.01,154,8.7,170,2.23,0.0387,7.66,12.8,51.1,2.44,0.0473,3.9,2.23,13,130009
"3612","A690",2021-05-11 09:46:00,2021,5,"L76843-3","08LAK3628",0.0053,164,11.5,NA,2.27,0.0255,7.63,9.04,56.1,2.31,0.0334,0.9,0.79,13,130005
"3613","A690",2003-06-09 11:40:00,2003,6,"L28476-8","08LAK3628",0.01,141,10.8,80,2.25,0.0246,7.3,12.1,47,2.33,0.0311,3.32,0.96,13,130006
"3614","A690",2007-12-12 12:25:00,2007,12,"L44654-11","08LAK3628",0.01,105,11.9,4,2.01,0.0169,7.57,7.19,27,2.48,0.0261,6.6,2.87,13,1300012
"3615","A690",2002-01-15 11:45:00,2002,1,"L23130-4","08LAK3628",0.01,85,11.8,5,1.45,0.0103,7.5,7.5,22,1.58,0.0199,6,2.39,13,130001
"3616","A690",2015-03-10 10:35:00,2015,3,"L62296-3","08LAK3628",0.0029,118,12,1,2.34,0.0137,7.91,7.4,35.4,2.5,0.0219,3.91,2.77,13,130003
"3617","A690",2022-03-14 10:37:00,2022,3,"L78763-3","08LAK3628",0.002,116,11.6,NA,1.29,0.0124,7.64,8.21,29.4,1.57,0.0137,1.2,0.95,13,130003
"3618","A690",2017-02-14 11:20:00,2017,2,"L67019-3","08LAK3628",0.0065,103,12.2,2,1.3,0.00976,7.58,7,22.4,1.41,0.0344,37.9,15.6,13,130002
"3619","A690",2008-07-08 11:42:00,2008,7,"L45853-8","08LAK3628",0.01,151,11,110,2.25,0.0302,7.66,12,54,2.42,0.0335,2.6,0.63,13,130007
"3620","A690",2015-07-14 11:22:00,2015,7,"L62992-3","08LAK3628",0.0044,158,10.5,230,2.42,0.0244,7.91,12.8,57.5,2.47,0.029,2.4,1.1,13,130007
"3621","A690",2018-07-17 10:54:00,2018,7,"L70353-3","08LAK3628",0.0059,167,10.6,480,2.26,0.0262,7.89,13.3,57.3,2.49,0.0327,2.63,1.61,13,130007
"3622","A690",2002-04-09 12:09:00,2002,4,"L23625-4","08LAK3628",0.01,100,11.6,56,1.71,0.0114,7.5,8.6,27.4,1.73,0.0146,2.5,1.1,13,130004
"3623","A690",2007-11-06 12:18:00,2007,11,"L44456-8","08LAK3628",0.01,157,11.6,120,2.31,0.0232,7.76,8.01,52.2,2.48,0.0285,2,0.77,13,1300011
"3624","A690",2018-09-11 11:02:00,2018,9,"L70819-14","08LAK3628",0.0057,166,10.7,130,2.13,0.0271,7.96,12.2,58.4,2.28,0.0293,0.89,0.69,13,130009
"3625","A690",2018-02-13 10:35:00,2018,2,"L69505-3","08LAK3628",0.005,105,12.4,1,1.32,0.0106,7.63,6.7,29.1,1.62,0.0166,3.7,1.88,13,130002
"3626","A690",2015-01-13 10:40:00,2015,1,"L61866-3","08LAK3628",0.002,108,12.2,2,1.79,0.0132,7.59,7.1,32,1.96,0.0185,5.27,1.94,13,130001
"3627","A690",2018-10-09 09:50:00,2018,10,"L71063-3","08LAK3628",0.0034,161,11.2,32,2.05,0.0404,7.88,10.4,56,2.38,0.0536,2.58,1.71,13,1300010
"3628","A690",2003-11-12 10:05:00,2003,11,"L30213-8","08LAK3628",0.01,144,11.6,160,2.06,0.0222,7.4,6.6,48.1,2.32,0.0314,1,1.2,13,1300011
"3629","A690",2018-09-11 10:57:00,2018,9,"L70819-3","08LAK3628",0.0051,166,10.8,110,2.12,0.0265,7.95,12.2,58.3,2.2,0.0282,0.78,0.59,13,130009
"3630","A690",2003-05-12 11:31:00,2003,5,"L28238-8","08LAK3628",0.01,115,11.3,6,1.8,0.0155,7.7,9.7,33.6,1.99,0.0223,2,1.4,13,130005
"3631","A690",2005-10-11 12:45:00,2005,10,"L37065-8","08LAK3628",0.01,154,10.5,150,2.1,0.0283,7.6,10.8,56,2.3,0.0389,2.22,3.51,13,1300010
"3632","A690",2003-09-10 10:59:00,2003,9,"L29539-8","08LAK3628",0.01,153,9.2,580,2.13,0.0291,7.8,12.6,51.5,2.2,0.0395,1.71,1.6,13,130009
"3633","A690",2016-08-09 10:02:00,2016,8,"L65894-3","08LAK3628",0.0028,166,10.6,52,2.33,0.0249,7.86,12.3,57.4,2.38,0.0364,9.1,11.5,13,130008
"3634","A690",2004-01-12 12:25:00,2004,1,"L30665-8","08LAK3628",0.01,97.2,11.5,2,1.37,0.0105,7.5,8.4,21.6,1.52,0.0184,3.7,1.3,13,130001
"3635","A690",2007-01-09 12:18:00,2007,1,"L41461-8","08LAK3628",0.01,82.3,11.6,5,1.12,0.0119,7.3,8.1,22.2,1.34,0.059,88.2,32.1,13,130001
"3636","A690",2016-10-11 10:52:00,2016,10,"L66339-14","08LAK3628",0.0048,166,11.9,200,2.28,0.0249,7.82,8,58.3,2.49,0.0294,0.89,0.66,13,1300010
"3637","A690",2017-03-14 10:20:00,2017,3,"L67246-3","08LAK3628",0.0084,113,11.6,4,1.18,0.0111,7.68,8.4,26.3,1.27,0.0198,9.4,4.73,13,130003
"3638","A690",2007-06-05 12:30:00,2007,6,"L42883-8","08LAK3628",0.01,148,10.5,68,2.4,0.0266,7.48,11.5,47.1,2.56,0.032,2.7,1.6,13,130006
"3639","A690",2002-09-09 12:25:00,2002,9,"L25697-8","08LAK3628",0.01,148,11,32,2.23,0.0246,7.6,11.9,50.7,2.3,0.0299,1,0.71,13,130009
"3640","A690",2005-01-11 10:42:00,2005,1,"L34348-8","08LAK3628",0.01,137,12.7,4,2.52,0.0206,7.4,2.1,41.8,2.68,0.044,1.2,1.5,13,130001
"3641","A690",2005-03-15 11:19:00,2005,3,"L34914-8","08LAK3628",0.01,145,10.5,8,2.21,0.023,7.9,7.9,47.4,2.35,0.0344,2.2,0.75,13,130003
"3642","A690",2005-04-12 12:11:00,2005,4,"L35229-8","08LAK3628",0.01,110,11,18,2.3,0.0141,7.6,7.5,29.7,2.64,0.0258,5.2,2.89,13,130004
"3643","A690",2014-11-13 10:55:00,2014,11,"L61588-3","08LAK3628",0.0031,130,12.7,5,2.46,0.0152,7.45,5.97,37.4,2.74,0.0226,1.46,1.05,13,1300011
"3644","A690",2019-10-15 10:23:00,2019,10,"L73390-3","08LAK3628",0.0041,172,11.4,21,2.07,0.0245,7.69,8.8,61,2.25,0.0728,57.5,7.24,13,1300010
"3645","A690",2008-06-11 12:39:00,2008,6,"L45700-8","08LAK3628",0.01,150,11.1,92,2.2,0.0317,7.63,9.38,51.9,2.26,0.0334,1.7,1.1,13,130006
"3646","A690",2004-04-13 10:30:00,2004,4,"L31656-8","08LAK3628",0.01,134,11.6,30,2.22,0.0164,7.6,9.9,41.9,2.49,0.0276,1.8,1.2,13,130004
"3647","A690",2018-04-10 09:36:00,2018,4,"L69768-3","08LAK3628",0.0037,124,11.4,3,1.4,0.0114,7.68,9.1,34.4,1.71,0.0282,17.2,8.53,13,130004
"3648","A690",2005-08-09 13:51:00,2005,8,"L36337-8","08LAK3628",0.01,152,8.9,160,2.25,0.0324,7.5,14.8,53.3,2.4,0.046,3.55,2.36,13,130008
"3649","A690",2019-07-09 10:08:00,2019,7,"L72659-3","08LAK3628",0.0062,149,10.8,59,1.29,0.022,7.81,12.4,56.1,1.58,0.0569,12.9,4.12,13,130007
"3650","A690",2005-02-15 12:40:00,2005,2,"L34672-8","08LAK3628",0.01,132,12.3,16,2.31,0.0203,7.7,4.5,40.5,2.37,0.0347,2.2,0.87,13,130002
"3651","A690",2021-09-14 09:41:00,2021,9,"L77693-3","08LAK3628",0.0066,172,11,NA,2.14,0.0313,7.84,11.1,61.3,2.23,0.0354,0.5,1.84,13,130009
"3652","A690",2004-02-10 13:09:00,2004,2,"L30929-8","08LAK3628",0.01,83.1,12.1,4,1.32,0.0103,7.2,6.9,21.5,1.47,0.0214,7.6,4.45,13,130002
"3653","A690",2007-03-06 11:43:00,2007,3,"L41988-8","08LAK3628",0.01,109,11.9,7,1.79,0.0129,7.2,8.1,28.5,1.97,0.0205,7.8,2.95,13,130003
"3654","A690",2016-09-13 09:20:00,2016,9,"L65995-3","08LAK3628",0.0026,166,11.2,85,2.38,0.0243,7.75,9.8,58.1,2.4,0.0305,1.4,0.7,13,130009
"3655","A690",2007-04-03 12:00:00,2007,4,"L42327-8","08LAK3628",0.01,95.4,11.9,11,1.09,0.0117,7.5,7.7,27.3,1.41,0.0213,8.4,2.63,13,130004
"3656","A690",2002-05-14 11:56:00,2002,5,"L24075-4","08LAK3628",0.01,111,11.6,17,1.98,0.0156,7.6,9.6,33.9,2.07,0.0207,0.5,0.52,13,130005
"3657","A690",2007-12-12 12:22:00,2007,12,"L44654-8","08LAK3628",0.01,105,11.8,3,2,0.0174,7.57,7.19,26.5,2.53,0.0269,7.14,1.8,13,1300012
"3658","A690",2005-05-10 12:30:00,2005,5,"L35455-8","08LAK3628",0.01,137,10.2,52,2.04,0.0275,7.8,11.1,45.8,2.27,0.0406,4.8,4.59,13,130005
"3659","A690",2015-08-11 10:33:00,2015,8,"L63406-3","08LAK3628",0.0024,162,10.4,160,2.3,0.0233,7.91,12.9,58.5,2.41,0.0302,2.9,2.18,13,130008
"3660","A690",2019-12-17 09:38:00,2019,12,"L73750-3","08LAK3628",0.0047,168,12.1,5,2,0.0269,7.55,5.9,58.7,2.07,0.0405,4.2,1.3,13,1300012
"3661","A690",2019-09-10 08:34:00,2019,9,"L72869-3","08LAK3628",0.0113,167,10.7,480,1.77,0.0283,7.86,12.5,58.9,2.12,0.0438,5.3,5.01,13,130009
"3662","A690",2004-11-09 13:02:00,2004,11,"L33839-8","08LAK3628",0.01,152,10.7,190,2.29,0.0301,7.8,9,51.7,2.48,0.0425,9.6,0.91,13,1300011
"3663","A690",2008-04-08 11:27:00,2008,4,"L45368-8","08LAK3628",0.01,105,11.8,39,1.56,0.0155,7.57,7.28,29.6,1.68,0.0195,3.1,0.71,13,130004
"3664","A690",2007-07-05 12:42:00,2007,7,"L43109-8","08LAK3628",0.01,152,10.1,110,1.55,0.0199,7.77,13.3,49.5,2.5,0.0365,2.37,1.1,13,130007
"3665","A690",2015-04-14 10:20:00,2015,4,"L62509-3","08LAK3628",0.002,110,11.8,1,1.77,0.0124,7.76,8.2,34.8,1.96,0.0206,3.8,2.22,13,130004
"3666","A690",2021-02-09 10:14:00,2021,2,"L76373-3","08LAK3628",0.0033,102,12,NA,1.06,0.0127,7.65,7.68,31.9,1.18,0.0203,2.3,0.79,13,130002
"3667","A690",2021-04-13 10:28:00,2021,4,"L76684-3","08LAK3628",0.0031,143,12.5,NA,1.99,0.0169,7.77,6.42,44.6,2.06,0.0251,5,1.02,13,130004
"3668","A690",2016-10-11 10:47:00,2016,10,"L66339-3","08LAK3628",0.0044,166,11.9,270,2.28,0.0251,7.81,8,58.1,2.44,0.0305,0.78,0.47,13,1300010
"3669","A690",2022-06-14 09:49:00,2022,6,"L79320-3","08LAK3628",0.0048,117,11.3,29,0.883,0.012,7.79,9.93,41.6,1.13,0.0273,5.5,2.64,13,130006
"3670","A690",2021-06-15 09:27:00,2021,6,"L77070-3","08LAK3628",0.0067,166,10.8,NA,2.19,0.0305,7.9,11.8,58.3,2.29,0.0327,1,0.78,13,130006
"3671","A690",2017-08-14 15:09:00,2017,8,"L68367-3","08LAK3628",0.0029,164,10.3,290,2.41,0.024,7.89,13.4,56.7,2.45,0.0291,0.8,0.75,13,130008
"3672","A690",2003-03-11 12:06:00,2003,3,"L27538-8","08LAK3628",0.01,92.9,11.2,9,1.86,0.0118,7.2,8.6,25.9,2.05,0.0215,2.6,3.11,13,130003
"3673","A690",2021-01-12 09:50:00,2021,1,"L76190-3","08LAK3628",0.0031,93.9,11.4,24,0.996,0.0147,7.45,8.71,28.1,1.07,0.0451,43,13,13,130001
"3674","A690",2019-11-12 10:33:00,2019,11,"L73614-3","08LAK3628",0.0037,163,11.4,9,1.84,0.0397,7.62,8.9,57,2.33,0.114,28.2,21.2,13,1300011
"3675","A690",2023-09-12 08:45:00,2023,9,"L82203-3","08LAK3628",0.004,178,10.7,NA,2.1,0.0265,7.49,12.2,63.8,2.17,0.0302,2.7,0.48,13,130009
"3676","A690",2002-08-12 10:56:00,2002,8,"L25243-8","08LAK3628",0.01,147,10.9,24,1.85,0.0184,7.3,12.1,50.4,2.1,0.032,5.9,0.62,13,130008
"3677","A690",2022-07-12 10:22:00,2022,7,"L79573-3","08LAK3628",0.0045,158,10.4,NA,2.25,0.0223,7.84,12.9,53.6,2.43,0.0234,1.5,0.75,13,130007
"3678","A690",2018-05-15 10:30:00,2018,5,"L70036-3","08LAK3628",0.0047,139,10.9,6,2.08,0.0179,7.81,11.3,43,2.76,0.0323,2.42,1.42,13,130005
"3679","A690",2005-02-15 12:42:00,2005,2,"L34672-11","08LAK3628",0.01,132,12.3,23,2.28,0.0198,7.7,4.5,41,2.52,0.0355,2.5,7.34,13,130002
"3680","A690",2023-12-12 12:11:00,2023,12,"L82934-3","08LAK3628",0.0043,107,11.6,NA,1.17,0.0124,7.69,9.37,29.5,1.37,0.0352,44.8,9.89,13,1300012
"3681","A690",2019-05-14 08:52:00,2019,5,"L72299-3","08LAK3628",0.0054,153,11.3,59,1.59,0.0215,7.85,10.3,52.3,1.82,0.0262,2.81,1.38,13,130005
"3682","A690",2021-10-12 10:08:00,2021,10,"L77807-3","08LAK3628",0.0033,172,12.2,NA,2.26,0.029,7.75,7.02,60.9,2.24,0.031,1.8,0.81,13,1300010
"3683","A690",2018-01-09 10:19:00,2018,1,"L69273-3","08LAK3628",0.0032,111,11.5,6,1.31,0.0124,7.51,8.6,29.6,1.55,0.0275,30.8,15.8,13,130001
"3684","A690",2022-11-07 10:15:00,2022,11,"L80396-3","08LAK3628",0.0022,164,11.8,NA,2.15,0.0364,7.61,7.17,57.9,2.21,0.0478,5.85,1.39,13,1300011
"3685","A690",2006-10-10 12:22:00,2006,10,"L40573-8","08LAK3628",0.01,153,11.2,210,2.44,0.0274,7.9,9.1,52.9,2.48,0.0372,2.2,2,13,1300010
"3686","A690",2023-08-15 12:07:00,2023,8,"L82063-3","08LAK3628",0.0034,179,9.89,NA,2.13,0.029,7.79,14.7,63.1,2.26,0.033,2.3,0.55,13,130008
"3687","A690",2023-03-14 10:07:00,2023,3,"L81153-3","08LAK3628",0.0028,150,11.9,1,1.74,0.0151,7.69,6.86,39.3,1.82,0.021,2.7,1.17,13,130003
"3688","A690",2016-06-14 09:26:00,2016,6,"L65572-3","08LAK3628",0.0038,162,11,260,2.51,0.0249,7.87,10.5,57,2.57,0.0279,1.8,0.989,13,130006
"3689","A690",2002-02-12 12:09:00,2002,2,"L23321-4","08LAK3628",0.01,87.5,11.8,5,1.35,0.0101,7.3,6.5,22.5,1.44,0.0145,3.3,1.8,13,130002
"3690","A690",2022-10-11 09:42:00,2022,10,"L80278-13","08LAK3628",0.0022,117,11,45,2.21,0.0278,7.8,10.7,60.8,2.31,0.0313,0.9,1,13,1300010
"3691","A690",2014-10-14 10:06:00,2014,10,"L61409-3","08LAK3628",0.0025,157,11.7,60,2.28,0.0301,7.64,11.1,54.4,2.42,0.0327,2.6,1.79,13,1300010
"3692","A690",2022-10-11 09:40:00,2022,10,"L80278-3","08LAK3628",0.0041,117,11,47,2.21,0.0278,7.8,10.7,60.8,2.35,0.0324,1.5,0.76,13,1300010
"3693","A690",2021-11-16 10:01:00,2021,11,"L78109-3","08LAK3628",0.002,114,11.3,NA,1.29,0.0132,7.75,10.3,36.3,1.31,0.0276,10.4,4.8,13,1300011
"3694","A690",2007-06-05 12:35:00,2007,6,"L42883-11","08LAK3628",0.01,148,10.4,51,2.4,0.0267,7.46,11.5,47.2,2.61,0.0473,3.77,1.9,13,130006
"3695","A690",2005-12-13 13:06:00,2005,12,"L37744-8","08LAK3628",0.01,139,11.9,5,2.56,0.0248,7.8,5.4,51.1,2.52,0.0391,3,1.7,13,1300012
"3696","A690",2020-12-15 10:10:00,2020,12,"L75995-3","08LAK3628",0.0057,141,12,29,1.92,0.0256,7.76,7.43,43.3,2.23,0.0445,3.2,2.36,13,1300012
"3697","A690",2024-01-09 11:44:00,2024,1,"L83101-3","08LAK3628",0.0037,116,11.5,NA,1.3,0.0139,7.85,8.45,35.7,1.46,0.0425,46.2,18.2,13,130001
"3698","A690",2017-12-12 10:38:00,2017,12,"L69123-3","08LAK3628",0.0035,138,12.7,4,2.04,0.0177,7.67,5.6,44.2,2.27,0.0194,0.63,0.64,13,1300012
"3699","A690",2018-11-06 10:05:00,2018,11,"L71248-3","08LAK3628",0.0028,168,11.5,3,2.06,0.0218,7.81,9.2,59.9,2.24,0.0349,1.25,0.54,13,1300011
"3700","A690",2016-04-12 09:03:00,2016,4,"L65154-3","08LAK3628",0.0061,116,11.5,20,2.05,0.0128,7.64,9.2,35.8,2.03,0.0216,4,1.97,13,130004
"3701","A690",2022-08-09 10:38:00,2022,8,"L79820-3","08LAK3628",0.0036,169,10.3,NA,2.29,0.0247,7.66,13.9,58.1,2.4,0.0312,1.1,0.5,13,130008
"3702","A690",2019-01-08 08:58:00,2019,1,"L71554-3","08LAK3628",0.0046,127,12,1,1.83,0.0138,7.79,7.6,39.1,1.99,0.0206,3.4,2.23,13,130001
