"","Sample.Code","Site.Code","Visit.Date","Year","precip","precipdays","wtr_year"
"706","08LAK3540_21","08LAK3540",2021-07-28,"2021",987.1,164,2021
"707","08LAK3540QC_2007","08LAK3540",2007-08-10,"2007",1244.2,182,2007
"708","08LAK3616/02","08LAK3616",2002-09-05,"2002",1163,193,2002
"709","08LAK3616/05","08LAK3616",2005-08-25,"2005",890.5,169,2005
"710","08LAK3616/06","08LAK3616",2006-08-01,"2006",1107.7,173,2006
"711","08LAK3616/08","08LAK3616",2008-08-28,"2008",994.1,204,2008
"712","08LAK3616/10","08LAK3616",2010-08-19,"2010",1116.6,182,2010
"713","08LAK3616/10-R","08LAK3616",2010-08-19,"2010",1116.6,182,2010
"714","08LAK3616_11","08LAK3616",2011-08-09,"2011",1248.8,187,2011
"715","08LAK3616_13","08LAK3616",2013-08-06,"2013",1120.5,171,2013
"716","08LAK3616_14","08LAK3616",2014-08-05,"2014",958.5,140,2014
"717","08LAK3616_14_R","08LAK3616",2014-08-05,"2014",958.5,140,2014
"718","08LAK3616_16","08LAK3616",2016-08-17,"2016",1199.1,175,2016
"719","08LAK3616_2003","08LAK3616",2003-08-12,"2003",868.8,154,2003
"720","08LAK3616_2007","08LAK3616",2007-08-27,"2007",1181.7,180,2007
"721","08LAK3627/02","08LAK3627",2002-09-18,"2002",1267.8,200,2002
"722","08LAK3627/05","08LAK3627",2005-08-25,"2005",956.6,176,2005
"723","08LAK3627/08","08LAK3627",2008-09-02,"2008",1087.7,213,2008
"724","08LAK3627/09","08LAK3627",2009-09-01,"2009",957.6,158,2009
"725","08LAK3627/09-R","08LAK3627",2009-09-01,"2009",957.6,158,2009
"726","08LAK3627/10","08LAK3627",2010-09-16,"2010",1240.9,193,2010
"727","08LAK3627_12","08LAK3627",2012-08-13,"2012",1164.9,182,2012
"728","08LAK3627_13","08LAK3627",2013-09-03,"2013",1246.2,182,2013
"729","08LAK3627_13_Rep","08LAK3627",2013-09-03,"2013",1246.2,182,2013
"730","08LAK3627_15","08LAK3627",2015-08-10,"2015",963.3,136,2015
"731","08LAK3627_15_R","08LAK3627",2015-08-10,"2015",963.3,136,2015
"732","08LAK3627_16","08LAK3627",2016-07-28,"2016",1182.9,166,2016
"733","08LAK3627_17","08LAK3627",2017-08-01,"2017",1397.5,183,2017
"734","08LAK3627_18","08LAK3627",2018-09-25,"2018",1253.6,184,2018
"735","08LAK3627_19","08LAK3627",2019-09-23,"2019",1009.4,159,2019
"736","08LAK3627_20","08LAK3627",2020-09-21,"2020",1198,177,2020
"737","08LAK3627_2003","08LAK3627",2003-09-02,"2003",925.1,155,2003
"738","08LAK3627_2007","08LAK3627",2007-08-10,"2007",1244.2,182,2007
"739","08LAK3628/02","08LAK3628",2002-09-18,"2002",1267.8,200,2002
"740","08LAK3628/05","08LAK3628",2005-08-25,"2005",956.6,176,2005
"741","08LAK3628/06","08LAK3628",2006-08-01,"2006",1183.4,177,2006
"742","08LAK3628/08","08LAK3628",2008-09-02,"2008",1087.7,213,2008
"743","08LAK3628/09","08LAK3628",2009-09-02,"2009",957.6,158,2009
"744","08LAK3628/10","08LAK3628",2010-09-16,"2010",1240.9,193,2010
"745","08LAK3628_11","08LAK3628",2011-08-04,"2011",1287.2,187,2011
"746","08LAK3628_12","08LAK3628",2012-08-13,"2012",1164.9,182,2012
"747","08LAK3628_13","08LAK3628",2013-08-28,"2013",1210.7,179,2013
"748","08LAK3628_14","08LAK3628",2014-08-21,"2014",1054.4,146,2014
"749","08LAK3628_15","08LAK3628",2015-08-10,"2015",963.3,136,2015
"750","08LAK3628_16","08LAK3628",2016-09-08,"2016",1215.1,176,2016
"751","08LAK3628_17","08LAK3628",2017-09-25,"2017",1434.5,191,2017
"752","08LAK3628_18","08LAK3628",2018-09-25,"2018",1253.6,184,2018
"753","08LAK3628_19","08LAK3628",2019-08-22,"2019",907.3,146,2019
"754","08LAK3628_20","08LAK3628",2020-08-19,"2020",1171.6,170,2020
"755","08LAK3628_2007","08LAK3628",2007-08-10,"2007",1244.2,182,2007
"756","08LAK3628_21","08LAK3628",2021-09-21,"2021",1032.7,177,2021
"757","08LAK3699/05","08LAK3699",2005-08-30,"2005",1033.6,175,2005
"758","08LAK3699/06","08LAK3699",2006-08-10,"2006",1270.8,179,2006
"759","08LAK3699/06-R","08LAK3699",2006-08-10,"2006",1270.8,179,2006
"760","08LAK3699/08","08LAK3699",2008-08-12,"2008",1079.7,198,2008
"761","08LAK3699/09","08LAK3699",2009-09-01,"2009",1066.8,163,2009
"762","08LAK3699/10","08LAK3699",2010-08-19,"2010",1372.5,180,2010
"763","08LAK3699/10-R","08LAK3699",2010-08-19,"2010",1372.5,180,2010
"764","08LAK3699_11","08LAK3699",2011-08-09,"2011",1487.7,191,2011
"765","08LAK3699_12","08LAK3699",2012-06-28,"2012",1259.1,172,2012
"766","08LAK3699_13","08LAK3699",2013-07-08,"2013",1315.2,175,2013
"767","08LAK3699_14_R","08LAK3699",2014-08-05,"2014",1132.4,143,2014
"768","08LAK3699_15","08LAK3699",2015-08-06,"2015",1094.4,136,2015
"769","08LAK3699_16","08LAK3699",2016-08-16,"2016",1444.6,174,2016
"770","08LAK3699_17","08LAK3699",2017-08-15,"2017",1613.7,188,2017
"771","08LAK3699_18","08LAK3699",2018-08-08,"2018",1307,164,2018
"772","08LAK3699_19","08LAK3699",2019-09-09,"2019",1120.9,150,2019
"773","08LAK3699_20","08LAK3699",2020-10-07,"2020",0.5,1,2021
"774","08LAK3699_2003","08LAK3699",2003-08-18,"2003",990.9,160,2003
"775","08LAK3699_2007","08LAK3699",2007-08-16,"2007",1352.7,181,2007
"776","08LAK3699_21","08LAK3699",2021-08-26,"2021",1102.9,160,2021
"777","08LAK3879/05","08LAK3879",2005-08-30,"2005",899.2,171,2005
"778","08LAK3879/06","08LAK3879",2006-08-16,"2006",1108.9,174,2006
"779","08LAK3879/08","08LAK3879",2008-08-18,"2008",945.1,195,2008
"780","08LAK3879/09","08LAK3879",2009-09-01,"2009",896.5,159,2009
"781","08LAK3879/09-R","08LAK3879",2009-09-01,"2009",896.5,159,2009
"782","08LAK3879/10","08LAK3879",2010-08-19,"2010",1116.6,182,2010
"783","08LAK3879_11","08LAK3879",2011-08-30,"2011",1254.8,189,2011
"784","08LAK3879_12","08LAK3879",2012-08-06,"2012",1093.2,172,2012
"785","08LAK3879_13","08LAK3879",2013-08-28,"2013",1133.9,175,2013
"786","08LAK3879_13_Rep","08LAK3879",2013-08-28,"2013",1133.9,175,2013
"787","08LAK3879_14","08LAK3879",2014-08-12,"2014",986.9,142,2014
"788","08LAK3879_15","08LAK3879",2015-08-06,"2015",908.7,133,2015
"789","08LAK3879_16","08LAK3879",2016-08-15,"2016",1199.1,175,2016
"790","08LAK3879_17","08LAK3879",2017-08-15,"2017",1347.9,182,2017
"791","08LAK3879_18","08LAK3879",2018-08-01,"2018",1131.4,162,2018
"792","08LAK3879_19","08LAK3879",2019-08-12,"2019",862.9,143,2019
"793","08LAK3879_20","08LAK3879",2020-08-06,"2020",1113.7,169,2020
"794","08LAK3879_2002","08LAK3879",2002-08-29,"2002",1159.1,191,2002
"795","08LAK3879_2003","08LAK3879",2003-08-12,"2003",868.8,154,2003
"796","08LAK3879_2007","08LAK3879",2007-08-28,"2007",1181.7,180,2007
"797","08LAK3879_21","08LAK3879",2021-09-21,"2021",965.7,174,2021
"798","08LAK3880/06","08LAK3880",2006-08-17,"2006",1108.9,174,2006
"799","08LAK3880_18_R","08LAK3880",2018-10-04,"2018",14,2,2019
"800","08LAK3880_20","08LAK3880",2020-10-01,"2020",0,0,2021
"801","08LIT2585/05","08LIT2585",2005-08-11,"2005",904.6,173,2005
"802","08LIT2585/06","08LIT2585",2006-08-14,"2006",1099.8,182,2006
"803","08LIT2585/08","08LIT2585",2008-08-11,"2008",959,196,2008
"804","08LIT2585/09","08LIT2585",2009-08-10,"2009",853.5,156,2009
"805","08LIT2585/10","08LIT2585",2010-08-03,"2010",1098.9,180,2010
"806","08LIT2585_11","08LIT2585",2011-09-12,"2011",1216.5,210,2011
"807","08LIT2585_12","08LIT2585",2012-08-07,"2012",1092.6,187,2012
"808","08LIT2585_13","08LIT2585",2013-08-07,"2013",1153.3,174,2013
"809","08LIT2585_13_rep","08LIT2585",2013-08-07,"2013",1153.3,174,2013
"810","08LIT2585_14","08LIT2585",2014-08-05,"2014",937.3,138,2014
"811","08LIT2585_15","08LIT2585",2015-07-29,"2015",912,138,2015
"812","08LIT2585_15_R","08LIT2585",2015-07-29,"2015",912,138,2015
"813","08LIT2585_16","08LIT2585",2016-08-01,"2016",1155,178,2016
"814","08LIT2585_17","08LIT2585",2017-07-31,"2017",1306.1,183,2017
"815","08LIT2585_18","08LIT2585",2018-09-10,"2018",1179.9,180,2018
"816","08LIT2585_19","08LIT2585",2019-09-17,"2019",904.4,162,2019
"817","08LIT2585_20","08LIT2585",2020-09-21,"2020",1190.6,187,2020
"818","08LIT2585_2002","08LIT2585",2002-08-13,"2002",1156.2,192,2002
"819","08LIT2585_2003","08LIT2585",2003-08-05,"2003",862.5,153,2003
"820","08LIT2585_2007","08LIT2585",2007-08-16,"2007",1154.7,193,2007
"821","08LIT2585_21","08LIT2585",2021-08-31,"2021",1007.1,173,2021
"822","08LIT2602/05","08LIT2602",2005-08-15,"2005",918.1,173,2005
"823","08LIT2602/06","08LIT2602",2006-08-14,"2006",1094,186,2006
"824","08LIT2602/08","08LIT2602",2008-08-11,"2008",967.7,198,2008
"825","08LIT2602/09","08LIT2602",2009-08-20,"2009",868.3,165,2009
"826","08LIT2602/10","08LIT2602",2010-09-13,"2010",1227.4,196,2010
"827","08LIT2602_11","08LIT2602",2011-09-06,"2011",1229.2,210,2011
"828","08LIT2602_12","08LIT2602",2012-08-09,"2012",1133.5,193,2012
"829","08LIT2602_14","08LIT2602",2014-09-03,"2014",993.1,147,2014
"830","08LIT2602_15","08LIT2602",2015-08-24,"2015",961.8,139,2015
"831","08LIT2602_16","08LIT2602",2016-09-01,"2016",1180.7,179,2016
"832","08LIT2602_17","08LIT2602",2017-09-21,"2017",1332.8,193,2017
"833","08LIT2602_17_R","08LIT2602",2017-09-21,"2017",1332.8,193,2017
"834","08LIT2602_19","08LIT2602",2019-10-01,"2019",0,0,2020
"835","08LIT2602_19_R","08LIT2602",2019-10-01,"2019",0,0,2020
"836","08LIT2602_20","08LIT2602",2020-09-22,"2020",1147.3,189,2020
"837","08LIT2602_2002","08LIT2602",2002-08-13,"2002",1156.9,194,2002
"838","08LIT2602_2003","08LIT2602",2003-08-06,"2003",830.6,156,2003
"839","08LIT2602_2007","08LIT2602",2007-08-16,"2007",1136.8,194,2007
"840","08LIT2602_21","08LIT2602",2021-08-12,"2021",1019,160,2021
"841","08LIT2603/05","08LIT2603",2005-08-15,"2005",873.2,171,2005
"842","08LIT2603/06","08LIT2603",2006-08-15,"2006",1051,183,2006
"843","08LIT2603/08","08LIT2603",2008-08-11,"2008",909.3,194,2008
"844","08LIT2603/09","08LIT2603",2009-08-20,"2009",814,161,2009
"845","08LIT2603/10","08LIT2603",2010-09-13,"2010",1168.9,194,2010
"846","08LIT2603_11","08LIT2603",2011-09-03,"2011",1169.4,206,2011
"847","08LIT2603_12","08LIT2603",2012-08-22,"2012",1085.5,185,2012
"848","08LIT2603_13","08LIT2603",2013-08-12,"2013",1177.4,175,2013
"849","08LIT2603_14","08LIT2603",2014-08-18,"2014",916.8,140,2014
"850","08LIT2603_15","08LIT2603",2015-08-26,"2015",931.6,140,2015
"851","08LIT2603_16","08LIT2603",2016-09-11,"2016",1188.6,186,2016
"852","08LIT2603_16_R","08LIT2603",2016-09-11,"2016",1188.6,186,2016
"853","08LIT2603_17","08LIT2603",2017-09-21,"2017",1309.7,193,2017
"854","08LIT2603_17_R","08LIT2603",2017-09-21,"2017",1309.7,193,2017
"855","08LIT2603_19","08LIT2603",2019-10-07,"2019",23.6,5,2020
"856","08LIT2603_20","08LIT2603",2020-09-29,"2020",1179.2,193,2020
"857","08LIT2603_2002","08LIT2603",2002-08-14,"2002",1099.8,186,2002
"858","08LIT2603_2003","08LIT2603",2003-08-06,"2003",795.1,155,2003
"859","08LIT2603_2007","08LIT2603",2007-08-16,"2007",1080.6,190,2007
"860","08LIT2603_21","08LIT2603",2021-09-16,"2021",1036.9,172,2021
"861","08LIT2682/05","08LIT2682",2005-08-11,"2005",904.6,173,2005
"862","08LIT2682/06","08LIT2682",2006-08-14,"2006",1099.8,182,2006
"863","08LIT2682/08","08LIT2682",2008-08-11,"2008",959,196,2008
"864","08LIT2682/09","08LIT2682",2009-08-10,"2009",853.5,156,2009
"865","08LIT2682/10","08LIT2682",2010-08-03,"2010",1098.9,180,2010
"866","08LIT2682/10-R","08LIT2682",2010-08-03,"2010",1098.9,180,2010
"867","08LIT2682_11","08LIT2682",2011-08-24,"2011",1216.5,210,2011
"868","08LIT2682_12","08LIT2682",2012-08-07,"2012",1092.6,187,2012
"869","08LIT2682_13","08LIT2682",2013-08-07,"2013",1153.3,174,2013
"870","08LIT2682_14","08LIT2682",2014-09-11,"2014",993.6,148,2014
"871","08LIT2682_15","08LIT2682",2015-08-12,"2015",917,140,2015
"872","08LIT2682_16","08LIT2682",2016-08-01,"2016",1155,178,2016
"873","08LIT2682_17","08LIT2682",2017-07-31,"2017",1306.1,183,2017
"874","08LIT2682_18","08LIT2682",2018-09-10,"2018",1179.9,180,2018
"875","08LIT2682_19","08LIT2682",2019-07-17,"2019",788,142,2019
"876","08LIT2682_20","08LIT2682",2020-08-27,"2020",1169.8,182,2020
"877","08LIT2682_2002","08LIT2682",2002-09-12,"2002",1161.8,195,2002
"878","08LIT2682_2003","08LIT2682",2003-08-05,"2003",862.5,153,2003
"879","08LIT2682_21","08LIT2682",2021-09-29,"2021",1064.4,184,2021
"880","08LIT2685/05","08LIT2685",2005-08-11,"2005",904.6,173,2005
"881","08LIT2685/06","08LIT2685",2006-08-14,"2006",1099.8,182,2006
"882","08LIT2685/08","08LIT2685",2008-08-06,"2008",954.7,195,2008
"883","08LIT2685/09","08LIT2685",2009-08-10,"2009",853.5,156,2009
"884","08LIT2685/10","08LIT2685",2010-09-13,"2010",1163,196,2010
"885","08LIT2685_11","08LIT2685",2011-08-24,"2011",1216.5,210,2011
"886","08LIT2685_11_R","08LIT2685",2011-08-24,"2011",1216.5,210,2011
"887","08LIT2685_12","08LIT2685",2012-08-23,"2012",1092.6,187,2012
"888","08LIT2685_13","08LIT2685",2013-08-27,"2013",1161.1,180,2013
"889","08LIT2685_14","08LIT2685",2014-09-11,"2014",993.6,148,2014
"890","08LIT2685_15","08LIT2685",2015-08-12,"2015",917,140,2015
"891","08LIT2685_16","08LIT2685",2016-08-01,"2016",1155,178,2016
"892","08LIT2685_17","08LIT2685",2017-09-25,"2017",1334.7,192,2017
"893","08LIT2685_18","08LIT2685",2018-10-02,"2018",11.3,2,2019
"894","08LIT2685_20","08LIT2685",2020-08-11,"2020",1161.3,178,2020
"895","08LIT2685_2002","08LIT2685",2002-09-19,"2002",1169.2,198,2002
"896","08LIT2685_2003","08LIT2685",2003-08-05,"2003",862.5,153,2003
"897","08LIT2685_2007","08LIT2685",2007-09-04,"2007",1191.3,200,2007
"898","08LIT2692/05","08LIT2692",2005-08-11,"2005",923.9,173,2005
"899","08LIT2692/06","08LIT2692",2006-08-15,"2006",1112,184,2006
"900","08LIT2692/08","08LIT2692",2008-08-06,"2008",950.4,196,2008
"901","08LIT2692/09","08LIT2692",2009-08-12,"2009",843.3,158,2009
"902","08LIT2692/10","08LIT2692",2010-09-13,"2010",1205.2,199,2010
"903","08LIT2692_11","08LIT2692",2011-09-06,"2011",1265.4,212,2011
"904","08LIT2692_11_R","08LIT2692",2011-09-06,"2011",1265.4,212,2011
"905","08LIT2692_12","08LIT2692",2012-09-10,"2012",1137.9,189,2012
"906","08LIT2692_14","08LIT2692",2014-09-03,"2014",1016.6,147,2014
"907","08LIT2692_15","08LIT2692",2015-09-02,"2015",1014.8,149,2015
"908","08LIT2692_16","08LIT2692",2016-08-04,"2016",1185.4,180,2016
"909","08LIT2692_17","08LIT2692",2017-08-01,"2017",1335.5,189,2017
"910","08LIT2692_19","08LIT2692",2019-10-01,"2019",0,0,2020
"911","08LIT2692_19_R","08LIT2692",2019-10-01,"2019",0,0,2020
"912","08LIT2692_20","08LIT2692",2020-08-11,"2020",1182.8,177,2020
"913","08LIT2692_2002","08LIT2692",2002-08-13,"2002",1184.9,193,2002
"914","08LIT2692_2003","08LIT2692",2003-08-01,"2003",862.4,154,2003
"915","08LIT2692_2007","08LIT2692",2007-08-07,"2007",1166.1,190,2007
"916","08LIT2692_21","08LIT2692",2021-08-12,"2021",1034.7,167,2021
"917","08LIT2781/05","08LIT2781",2005-08-11,"2005",904.6,173,2005
"918","08LIT2781/06","08LIT2781",2006-08-14,"2006",1099.8,182,2006
"919","08LIT2781/08","08LIT2781",2008-08-06,"2008",954.7,195,2008
"920","08LIT2781/09","08LIT2781",2009-08-12,"2009",865.8,158,2009
"921","08LIT2781/09-R","08LIT2781",2009-08-12,"2009",865.8,158,2009
"922","08LIT2781/10","08LIT2781",2010-08-03,"2010",1098.9,180,2010
"923","08LIT2781_11","08LIT2781",2011-08-24,"2011",1216.5,210,2011
"924","08LIT2781_12","08LIT2781",2012-08-22,"2012",1092.6,187,2012
"925","08LIT2781_13","08LIT2781",2013-08-07,"2013",1153.3,174,2013
"926","08LIT2781_14","08LIT2781",2014-09-02,"2014",991.6,147,2014
"927","08LIT2781_15","08LIT2781",2015-08-25,"2015",937.5,142,2015
"928","08LIT2781_16","08LIT2781",2016-08-01,"2016",1155,178,2016
"929","08LIT2781_17","08LIT2781",2017-08-01,"2017",1306.1,183,2017
"930","08LIT2781_18","08LIT2781",2018-09-17,"2018",1215.1,186,2018
"931","08LIT2781_19","08LIT2781",2019-08-05,"2019",802.5,146,2019
"932","08LIT2781_20","08LIT2781",2020-08-21,"2020",1169.8,182,2020
"933","08LIT2781_2002","08LIT2781",2002-08-13,"2002",1156.2,192,2002
"934","08LIT2781_2003","08LIT2781",2003-08-01,"2003",861.6,152,2003
"935","08LIT2781_2007","08LIT2781",2007-08-08,"2007",1154.3,192,2007
"936","08LIT2781_21","08LIT2781",2021-09-16,"2021",1009.8,177,2021
"937","08NOR1362/05","08NOR1362",2005-09-07,"2005",841.1,170,2005
"938","08NOR1362/06","08NOR1362",2006-08-02,"2006",1022.5,177,2006
"939","08NOR1362/06-R","08NOR1362",2006-08-02,"2006",1022.5,177,2006
"940","08NOR1362/08","08NOR1362",2008-08-13,"2008",868.7,179,2008
"941","08NOR1362/10","08NOR1362",2010-08-12,"2010",961.9,170,2010
"942","08NOR1362_11","08NOR1362",2011-08-15,"2011",1095.8,199,2011
"943","08NOR1362_12","08NOR1362",2012-08-20,"2012",996.4,182,2012
"944","08NOR1362_13","08NOR1362",2013-09-10,"2013",1200,181,2013
"945","08NOR1362_14","08NOR1362",2014-08-05,"2014",844.8,138,2014
"946","08NOR1362_15","08NOR1362",2015-08-11,"2015",860,130,2015
"947","08NOR1362_16","08NOR1362",2016-08-23,"2016",1119,171,2016
"948","08NOR1362_16_R","08NOR1362",2016-08-23,"2016",1119,171,2016
"949","08NOR1362_17","08NOR1362",2017-08-08,"2017",1240.7,178,2017
"950","08NOR1362_18","08NOR1362",2018-09-13,"2018",1107.5,167,2018
"951","08NOR1362_19","08NOR1362",2019-08-06,"2019",794.5,141,2019
"952","08NOR1362_20","08NOR1362",2020-08-25,"2020",1036.3,176,2020
"953","08NOR1362_2003","08NOR1362",2003-08-04,"2003",792.6,146,2003
"954","08NOR1362_2007","08NOR1362",2007-08-22,"2007",1081.9,188,2007
"955","08NOR1362_21","08NOR1362",2021-10-04,"2021",2.5,2,2022
"956","08NOR1370/05","08NOR1370",2005-08-03,"2005",836.4,168,2005
"957","08NOR1370/06-R","08NOR1370",2006-08-02,"2006",1032.4,178,2006
"958","08NOR1370/08","08NOR1370",2008-08-13,"2008",881.8,185,2008
"959","08NOR1370/09","08NOR1370",2009-08-31,"2009",832.3,163,2009
"960","08NOR1370/10","08NOR1370",2010-08-12,"2010",1021.3,176,2010
"961","08NOR1370/10-R","08NOR1370",2010-08-12,"2010",1021.3,176,2010
"962","08NOR1370_11","08NOR1370",2011-08-15,"2011",1149.1,202,2011
"963","08NOR1370_11_R","08NOR1370",2011-08-15,"2011",1149.1,202,2011
"964","08NOR1370_12","08NOR1370",2012-09-06,"2012",1019.2,176,2012
"965","08NOR1370_13","08NOR1370",2013-08-07,"2013",1109.8,169,2013
"966","08NOR1370_14","08NOR1370",2014-08-27,"2014",892.3,140,2014
"967","08NOR1370_14_R","08NOR1370",2014-08-27,"2014",892.3,140,2014
"968","08NOR1370_15","08NOR1370",2015-08-11,"2015",873.2,133,2015
"969","08NOR1370_16","08NOR1370",2016-08-01,"2016",1115.9,169,2016
"970","08NOR1370_17","08NOR1370",2017-08-08,"2017",1250,180,2017
"971","08NOR1370_17_R","08NOR1370",2017-08-08,"2017",1250,180,2017
"972","08NOR1370_18","08NOR1370",2018-09-13,"2018",1103.4,173,2018
"973","08NOR1370_18_R","08NOR1370",2018-09-13,"2018",1103.4,173,2018
"974","08NOR1370_19","08NOR1370",2019-08-22,"2019",792.9,147,2019
"975","08NOR1370_20","08NOR1370",2020-07-30,"2020",1048.3,175,2020
"976","08NOR1370_2002","08NOR1370",2002-09-16,"2002",1089.1,194,2002
"977","08NOR1370_2003","08NOR1370",2003-08-01,"2003",802.5,149,2003
"978","08NOR1370_2007","08NOR1370",2007-08-22,"2007",1087.6,190,2007
"979","08NOR1370_21","08NOR1370",2021-08-09,"2021",950.2,160,2021
"980","08NOR1750/05","08NOR1750",2005-08-24,"2005",840,166,2005
"981","08NOR1750/06","08NOR1750",2006-08-22,"2006",1012.2,180,2006
"982","08NOR1750/08","08NOR1750",2008-09-10,"2008",902.2,201,2008
"983","08NOR1750/09","08NOR1750",2009-08-31,"2009",765.1,157,2009
"984","08NOR1750/10","08NOR1750",2010-08-11,"2010",1023.2,172,2010
"985","08NOR1750_11","08NOR1750",2011-08-09,"2011",1107.7,203,2011
"986","08NOR1750_12","08NOR1750",2012-08-13,"2012",1033.6,183,2012
"987","08NOR1750_13","08NOR1750",2013-08-07,"2013",1135.7,173,2013
"988","08NOR1750_14","08NOR1750",2014-08-18,"2014",861.6,139,2014
"989","08NOR1750_15","08NOR1750",2015-08-05,"2015",878.1,132,2015
"990","08NOR1750_16","08NOR1750",2016-08-01,"2016",1115.3,170,2016
"991","08NOR1750_17","08NOR1750",2017-08-10,"2017",1250.7,182,2017
"992","08NOR1750_17_R","08NOR1750",2017-08-10,"2017",1250.7,182,2017
"993","08NOR1750_18","08NOR1750",2018-09-13,"2018",1098.2,165,2018
"994","08NOR1750_19","08NOR1750",2019-08-19,"2019",773.1,141,2019
"995","08NOR1750_20","08NOR1750",2020-08-12,"2020",1014.8,173,2020
"996","08NOR1750_2003","08NOR1750",2003-08-03,"2003",755.9,149,2003
"997","08NOR1750_2007","08NOR1750",2007-08-29,"2007",1052.3,194,2007
"998","08NOR1750_21","08NOR1750",2021-09-29,"2021",1085.7,183,2021
"999","08NOR1750QC_2007","08NOR1750",2007-08-29,"2007",1052.3,194,2007
"1000","08NOR1756/08","08NOR1756",2008-09-10,"2008",902.2,201,2008
"1001","08NOR1756/09","08NOR1756",2009-08-31,"2009",765.1,157,2009
"1002","08NOR1756/10","08NOR1756",2010-08-11,"2010",1023.2,172,2010
"1003","08NOR1756_11","08NOR1756",2011-08-09,"2011",1107.7,203,2011
"1004","08NOR1756_12","08NOR1756",2012-09-12,"2012",1040.6,184,2012
"1005","08NOR1756_13","08NOR1756",2013-08-12,"2013",1138.6,175,2013
"1006","08NOR1756_14","08NOR1756",2014-08-18,"2014",861.6,139,2014
"1007","08NOR1756_15","08NOR1756",2015-08-05,"2015",878.1,132,2015
"1008","08NOR1756_15_R","08NOR1756",2015-08-05,"2015",878.1,132,2015
"1009","08NOR1756_16","08NOR1756",2016-08-04,"2016",1116.1,171,2016
"1010","08NOR1756_17","08NOR1756",2017-08-10,"2017",1250.7,182,2017
"1011","08NOR1756_2007","08NOR1756",2007-09-22,"2007",1079.3,202,2007
"1012","08NOR2306/05","08NOR2306",2005-08-25,"2005",853.1,168,2005
"1013","08NOR2306/06","08NOR2306",2006-08-02,"2006",1046.3,177,2006
"1014","08NOR2306/08","08NOR2306",2008-08-13,"2008",887.6,185,2008
"1015","08NOR2306/08-R","08NOR2306",2008-08-13,"2008",887.6,185,2008
"1016","08NOR2306/09","08NOR2306",2009-08-31,"2009",828.4,162,2009
"1017","08NOR2306/09-R","08NOR2306",2009-08-31,"2009",828.4,162,2009
"1018","08NOR2306/10","08NOR2306",2010-08-12,"2010",1043.4,181,2010
"1019","08NOR2306_12","08NOR2306",2012-09-12,"2012",1036.9,179,2012
"1020","08NOR2306_13","08NOR2306",2013-08-20,"2013",1111.7,172,2013
"1021","08NOR2306_14","08NOR2306",2014-09-15,"2014",930.8,142,2014
"1022","08NOR2306_15","08NOR2306",2015-09-01,"2015",946.9,143,2015
"1023","08NOR2306_16","08NOR2306",2016-08-11,"2016",1122.7,176,2016
"1024","08NOR2306_17","08NOR2306",2017-08-21,"2017",1257.5,179,2017
"1025","08NOR2306_18","08NOR2306",2018-09-13,"2018",1118.4,176,2018
"1026","08NOR2306_19","08NOR2306",2019-08-05,"2019",764.7,145,2019
"1027","08NOR2306_20","08NOR2306",2020-08-25,"2020",1089.7,181,2020
"1028","08NOR2306_2003","08NOR2306",2003-08-04,"2003",819.7,149,2003
"1029","08NOR2306_21","08NOR2306",2021-09-29,"2021",1033.1,180,2021
"1030","08SAM000_2002","08SAM0000",2002-08-28,"2002",1074.8,187,2002
"1031","08SAM0000/05","08SAM0000",2005-08-03,"2005",834,169,2005
"1032","08SAM0000/06","08SAM0000",2006-08-09,"2006",1036.9,175,2006
"1033","08SAM0000/08","08SAM0000",2008-09-04,"2008",951.4,204,2008
"1034","08SAM0000/08-R","08SAM0000",2008-09-04,"2008",951.4,204,2008
"1035","08SAM0000/09","08SAM0000",2009-08-10,"2009",812.8,155,2009
"1036","08SAM0000/10","08SAM0000",2010-08-11,"2010",1045.2,182,2010
"1037","08SAM0000_11","08SAM0000",2011-08-18,"2011",1110.9,195,2011
"1038","08SAM0000_12","08SAM0000",2012-07-11,"2012",982.8,177,2012
"1039","08SAM0000_14","08SAM0000",2014-08-21,"2014",881.9,145,2014
"1040","08SAM0000_15","08SAM0000",2015-08-19,"2015",873.9,136,2015
"1041","08SAM0000_16","08SAM0000",2016-08-08,"2016",1102.6,176,2016
"1042","08SAM0000_17","08SAM0000",2017-08-21,"2017",1210.5,179,2017
"1043","08SAM0000_18","08SAM0000",2018-08-17,"2018",1055.8,165,2018
"1044","08SAM0000_20","08SAM0000",2020-09-09,"2020",1025.4,172,2020
"1045","08SAM0000_2003","08SAM0000",2003-08-20,"2003",809.3,154,2003
"1046","08SAM0000_21","08SAM0000",2021-08-19,"2021",887.4,163,2021
"1047","08SAM1914/05","08SAM1914",2005-09-07,"2005",843.8,171,2005
"1048","08SAM1914/09","08SAM1914",2009-08-26,"2009",844,160,2009
"1049","08SAM1914/10","08SAM1914",2010-08-11,"2010",1045.1,176,2010
"1050","08SAM1914_11","08SAM1914",2011-09-12,"2011",1143.5,202,2011
"1051","08SAM1914_12","08SAM1914",2012-08-22,"2012",1017.9,175,2012
"1052","08SAM1914_13","08SAM1914",2013-08-20,"2013",1110.9,172,2013
"1053","08SAM1914_14","08SAM1914",2014-08-21,"2014",897.4,144,2014
"1054","08SAM1914_15","08SAM1914",2015-07-29,"2015",861.1,135,2015
